GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC02_EST_VC44,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months at or above poverty level
HC02_MOE_VC44,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months at or above poverty level
HC03_EST_VC44,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months at or above poverty level
HC03_MOE_VC44,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months at or above poverty level
HC04_EST_VC44,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months at or above poverty level
HC04_MOE_VC44,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months at or above poverty level
HC01_EST_VC46,Total; Estimate; Grandparents living with own grandchildren under 18 years in households
HC01_MOE_VC46,Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households
HC02_EST_VC46,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; Grandparents living with own grandchildren under 18 years in households
HC02_MOE_VC46,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households
HC03_EST_VC46,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; Grandparents living with own grandchildren under 18 years in households
HC03_MOE_VC46,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; Grandparents living with own grandchildren under 18 years in households
HC04_EST_VC46,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; Grandparents living with own grandchildren under 18 years in households
HC04_MOE_VC46,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; Grandparents living with own grandchildren under 18 years in households
HC01_EST_VC48,Total; Estimate; PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC01_MOE_VC48,Total; Margin of Error; PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC02_EST_VC48,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC02_MOE_VC48,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC03_EST_VC48,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC03_MOE_VC48,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC04_EST_VC48,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC04_MOE_VC48,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC01_EST_VC51,Total; Estimate; UNITS IN STRUCTURE - In 1-unit structures
HC01_MOE_VC51,Total; Margin of Error; UNITS IN STRUCTURE - In 1-unit structures
HC02_EST_VC51,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; UNITS IN STRUCTURE - In 1-unit structures
HC02_MOE_VC51,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; UNITS IN STRUCTURE - In 1-unit structures
HC03_EST_VC51,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; UNITS IN STRUCTURE - In 1-unit structures
HC03_MOE_VC51,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; UNITS IN STRUCTURE - In 1-unit structures
HC04_EST_VC51,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; UNITS IN STRUCTURE - In 1-unit structures
HC04_MOE_VC51,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; UNITS IN STRUCTURE - In 1-unit structures
HC01_EST_VC52,Total; Estimate; UNITS IN STRUCTURE - In 2-or-more-unit structures
HC01_MOE_VC52,Total; Margin of Error; UNITS IN STRUCTURE - In 2-or-more-unit structures
HC02_EST_VC52,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; UNITS IN STRUCTURE - In 2-or-more-unit structures
HC02_MOE_VC52,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; UNITS IN STRUCTURE - In 2-or-more-unit structures
HC03_EST_VC52,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; UNITS IN STRUCTURE - In 2-or-more-unit structures
HC03_MOE_VC52,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; UNITS IN STRUCTURE - In 2-or-more-unit structures
HC04_EST_VC52,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; UNITS IN STRUCTURE - In 2-or-more-unit structures
HC04_MOE_VC52,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; UNITS IN STRUCTURE - In 2-or-more-unit structures
HC01_EST_VC53,Total; Estimate; UNITS IN STRUCTURE - In mobile homes and all other types of units
HC01_MOE_VC53,Total; Margin of Error; UNITS IN STRUCTURE - In mobile homes and all other types of units
HC02_EST_VC53,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; UNITS IN STRUCTURE - In mobile homes and all other types of units
HC02_MOE_VC53,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; UNITS IN STRUCTURE - In mobile homes and all other types of units
HC03_EST_VC53,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; UNITS IN STRUCTURE - In mobile homes and all other types of units
HC03_MOE_VC53,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; UNITS IN STRUCTURE - In mobile homes and all other types of units
HC04_EST_VC53,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; UNITS IN STRUCTURE - In mobile homes and all other types of units
HC04_MOE_VC53,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; UNITS IN STRUCTURE - In mobile homes and all other types of units
HC01_EST_VC56,Total; Estimate; HOUSING TENURE - In owner-occupied housing units
HC01_MOE_VC56,Total; Margin of Error; HOUSING TENURE - In owner-occupied housing units
HC02_EST_VC56,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; HOUSING TENURE - In owner-occupied housing units
HC02_MOE_VC56,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; HOUSING TENURE - In owner-occupied housing units
HC03_EST_VC56,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; HOUSING TENURE - In owner-occupied housing units
HC03_MOE_VC56,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; HOUSING TENURE - In owner-occupied housing units
HC04_EST_VC56,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; HOUSING TENURE - In owner-occupied housing units
HC04_MOE_VC56,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; HOUSING TENURE - In owner-occupied housing units
HC01_EST_VC57,Total; Estimate; HOUSING TENURE - In renter-occupied housing units
HC01_MOE_VC57,Total; Margin of Error; HOUSING TENURE - In renter-occupied housing units
HC02_EST_VC57,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; HOUSING TENURE - In renter-occupied housing units
HC02_MOE_VC57,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; HOUSING TENURE - In renter-occupied housing units
HC03_EST_VC57,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; HOUSING TENURE - In renter-occupied housing units
HC03_MOE_VC57,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; HOUSING TENURE - In renter-occupied housing units
HC04_EST_VC57,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; HOUSING TENURE - In renter-occupied housing units
HC04_MOE_VC57,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; HOUSING TENURE - In renter-occupied housing units
HC01_EST_VC61,Total; Estimate; HOUSEHOLDS - Households
HC01_MOE_VC61,Total; Margin of Error; HOUSEHOLDS - Households
HC02_EST_VC61,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; HOUSEHOLDS - Households
HC02_MOE_VC61,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; HOUSEHOLDS - Households
HC03_EST_VC61,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; HOUSEHOLDS - Households
HC03_MOE_VC61,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; HOUSEHOLDS - Households
HC04_EST_VC61,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; HOUSEHOLDS - Households
HC04_MOE_VC61,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; HOUSEHOLDS - Households
HC01_EST_VC62,Total; Estimate; HOUSEHOLDS - With grandparents living with grandchildren
HC01_MOE_VC62,Total; Margin of Error; HOUSEHOLDS - With grandparents living with grandchildren
HC02_EST_VC62,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; HOUSEHOLDS - With grandparents living with grandchildren
HC02_MOE_VC62,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; HOUSEHOLDS - With grandparents living with grandchildren
HC03_EST_VC62,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; HOUSEHOLDS - With grandparents living with grandchildren
HC03_MOE_VC62,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; HOUSEHOLDS - With grandparents living with grandchildren
HC04_EST_VC62,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; HOUSEHOLDS - With grandparents living with grandchildren
HC04_MOE_VC62,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; HOUSEHOLDS - With grandparents living with grandchildren
HC01_EST_VC65,Total; Estimate; PERCENT IMPUTED - Grandparents living with grandchildren
HC01_MOE_VC65,Total; Margin of Error; PERCENT IMPUTED - Grandparents living with grandchildren
HC02_EST_VC65,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; PERCENT IMPUTED - Grandparents living with grandchildren
HC02_MOE_VC65,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; PERCENT IMPUTED - Grandparents living with grandchildren
HC03_EST_VC65,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; PERCENT IMPUTED - Grandparents living with grandchildren
HC03_MOE_VC65,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; PERCENT IMPUTED - Grandparents living with grandchildren
HC04_EST_VC65,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; PERCENT IMPUTED - Grandparents living with grandchildren
HC04_MOE_VC65,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; PERCENT IMPUTED - Grandparents living with grandchildren
HC01_EST_VC66,Total; Estimate; PERCENT IMPUTED - Grandparents living with grandchildren - Grandparents responsible for grandchildren
HC01_MOE_VC66,Total; Margin of Error; PERCENT IMPUTED - Grandparents living with grandchildren - Grandparents responsible for grandchildren
HC02_EST_VC66,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; PERCENT IMPUTED - Grandparents living with grandchildren - Grandparents responsible for grandchildren
HC02_MOE_VC66,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; PERCENT IMPUTED - Grandparents living with grandchildren - Grandparents responsible for grandchildren
HC03_EST_VC66,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; PERCENT IMPUTED - Grandparents living with grandchildren - Grandparents responsible for grandchildren
HC03_MOE_VC66,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; PERCENT IMPUTED - Grandparents living with grandchildren - Grandparents responsible for grandchildren
HC04_EST_VC66,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; PERCENT IMPUTED - Grandparents living with grandchildren - Grandparents responsible for grandchildren
HC04_MOE_VC66,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; PERCENT IMPUTED - Grandparents living with grandchildren - Grandparents responsible for grandchildren
