GEO.id,Id
HC04_MOE_VC47,Foreign born; Entered before 1990; Margin of Error; HOUSEHOLD TYPE - In other households
HC01_EST_VC49,Total; Estimate; Average household size
HC01_MOE_VC49,Total; Margin of Error; Average household size
HC02_EST_VC49,Foreign born; Entered 2000 or later; Estimate; Average household size
HC02_MOE_VC49,Foreign born; Entered 2000 or later; Margin of Error; Average household size
HC03_EST_VC49,Foreign born; Entered 1990 to 1999; Estimate; Average household size
HC03_MOE_VC49,Foreign born; Entered 1990 to 1999; Margin of Error; Average household size
HC04_EST_VC49,Foreign born; Entered before 1990; Estimate; Average household size
HC04_MOE_VC49,Foreign born; Entered before 1990; Margin of Error; Average household size
HC01_EST_VC50,Total; Estimate; Average family size
HC01_MOE_VC50,Total; Margin of Error; Average family size
HC02_EST_VC50,Foreign born; Entered 2000 or later; Estimate; Average family size
HC02_MOE_VC50,Foreign born; Entered 2000 or later; Margin of Error; Average family size
HC03_EST_VC50,Foreign born; Entered 1990 to 1999; Estimate; Average family size
HC03_MOE_VC50,Foreign born; Entered 1990 to 1999; Margin of Error; Average family size
HC04_EST_VC50,Foreign born; Entered before 1990; Estimate; Average family size
HC04_MOE_VC50,Foreign born; Entered before 1990; Margin of Error; Average family size
HC01_EST_VC54,Total; Estimate; MARITAL STATUS - Population 15 years and over
HC01_MOE_VC54,Total; Margin of Error; MARITAL STATUS - Population 15 years and over
HC02_EST_VC54,Foreign born; Entered 2000 or later; Estimate; MARITAL STATUS - Population 15 years and over
HC02_MOE_VC54,Foreign born; Entered 2000 or later; Margin of Error; MARITAL STATUS - Population 15 years and over
HC03_EST_VC54,Foreign born; Entered 1990 to 1999; Estimate; MARITAL STATUS - Population 15 years and over
HC03_MOE_VC54,Foreign born; Entered 1990 to 1999; Margin of Error; MARITAL STATUS - Population 15 years and over
HC04_EST_VC54,Foreign born; Entered before 1990; Estimate; MARITAL STATUS - Population 15 years and over
HC04_MOE_VC54,Foreign born; Entered before 1990; Margin of Error; MARITAL STATUS - Population 15 years and over
HC01_EST_VC55,Total; Estimate; MARITAL STATUS - Never married
HC01_MOE_VC55,Total; Margin of Error; MARITAL STATUS - Never married
HC02_EST_VC55,Foreign born; Entered 2000 or later; Estimate; MARITAL STATUS - Never married
HC02_MOE_VC55,Foreign born; Entered 2000 or later; Margin of Error; MARITAL STATUS - Never married
HC03_EST_VC55,Foreign born; Entered 1990 to 1999; Estimate; MARITAL STATUS - Never married
HC03_MOE_VC55,Foreign born; Entered 1990 to 1999; Margin of Error; MARITAL STATUS - Never married
HC04_EST_VC55,Foreign born; Entered before 1990; Estimate; MARITAL STATUS - Never married
HC04_MOE_VC55,Foreign born; Entered before 1990; Margin of Error; MARITAL STATUS - Never married
HC01_EST_VC56,"Total; Estimate; MARITAL STATUS - Now married, except separated"
HC01_MOE_VC56,"Total; Margin of Error; MARITAL STATUS - Now married, except separated"
HC02_EST_VC56,"Foreign born; Entered 2000 or later; Estimate; MARITAL STATUS - Now married, except separated"
HC02_MOE_VC56,"Foreign born; Entered 2000 or later; Margin of Error; MARITAL STATUS - Now married, except separated"
HC03_EST_VC56,"Foreign born; Entered 1990 to 1999; Estimate; MARITAL STATUS - Now married, except separated"
HC03_MOE_VC56,"Foreign born; Entered 1990 to 1999; Margin of Error; MARITAL STATUS - Now married, except separated"
HC04_EST_VC56,"Foreign born; Entered before 1990; Estimate; MARITAL STATUS - Now married, except separated"
HC04_MOE_VC56,"Foreign born; Entered before 1990; Margin of Error; MARITAL STATUS - Now married, except separated"
HC01_EST_VC57,Total; Estimate; MARITAL STATUS - Divorced or separated
HC01_MOE_VC57,Total; Margin of Error; MARITAL STATUS - Divorced or separated
HC02_EST_VC57,Foreign born; Entered 2000 or later; Estimate; MARITAL STATUS - Divorced or separated
HC02_MOE_VC57,Foreign born; Entered 2000 or later; Margin of Error; MARITAL STATUS - Divorced or separated
HC03_EST_VC57,Foreign born; Entered 1990 to 1999; Estimate; MARITAL STATUS - Divorced or separated
HC03_MOE_VC57,Foreign born; Entered 1990 to 1999; Margin of Error; MARITAL STATUS - Divorced or separated
HC04_EST_VC57,Foreign born; Entered before 1990; Estimate; MARITAL STATUS - Divorced or separated
HC04_MOE_VC57,Foreign born; Entered before 1990; Margin of Error; MARITAL STATUS - Divorced or separated
HC01_EST_VC58,Total; Estimate; MARITAL STATUS - Widowed
HC01_MOE_VC58,Total; Margin of Error; MARITAL STATUS - Widowed
HC02_EST_VC58,Foreign born; Entered 2000 or later; Estimate; MARITAL STATUS - Widowed
HC02_MOE_VC58,Foreign born; Entered 2000 or later; Margin of Error; MARITAL STATUS - Widowed
HC03_EST_VC58,Foreign born; Entered 1990 to 1999; Estimate; MARITAL STATUS - Widowed
HC03_MOE_VC58,Foreign born; Entered 1990 to 1999; Margin of Error; MARITAL STATUS - Widowed
HC04_EST_VC58,Foreign born; Entered before 1990; Estimate; MARITAL STATUS - Widowed
HC04_MOE_VC58,Foreign born; Entered before 1990; Margin of Error; MARITAL STATUS - Widowed
HC01_EST_VC62,Total; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC01_MOE_VC62,Total; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC02_EST_VC62,Foreign born; Entered 2000 or later; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC02_MOE_VC62,Foreign born; Entered 2000 or later; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC03_EST_VC62,Foreign born; Entered 1990 to 1999; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC03_MOE_VC62,Foreign born; Entered 1990 to 1999; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC04_EST_VC62,Foreign born; Entered before 1990; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC04_MOE_VC62,Foreign born; Entered before 1990; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC01_EST_VC63,"Total; Estimate; SCHOOL ENROLLMENT - Nursery school, preschool"
HC01_MOE_VC63,"Total; Margin of Error; SCHOOL ENROLLMENT - Nursery school, preschool"
HC02_EST_VC63,"Foreign born; Entered 2000 or later; Estimate; SCHOOL ENROLLMENT - Nursery school, preschool"
HC02_MOE_VC63,"Foreign born; Entered 2000 or later; Margin of Error; SCHOOL ENROLLMENT - Nursery school, preschool"
HC03_EST_VC63,"Foreign born; Entered 1990 to 1999; Estimate; SCHOOL ENROLLMENT - Nursery school, preschool"
HC03_MOE_VC63,"Foreign born; Entered 1990 to 1999; Margin of Error; SCHOOL ENROLLMENT - Nursery school, preschool"
HC04_EST_VC63,"Foreign born; Entered before 1990; Estimate; SCHOOL ENROLLMENT - Nursery school, preschool"
HC04_MOE_VC63,"Foreign born; Entered before 1990; Margin of Error; SCHOOL ENROLLMENT - Nursery school, preschool"
HC01_EST_VC64,Total; Estimate; SCHOOL ENROLLMENT - Elementary school (grades K-8)
HC01_MOE_VC64,Total; Margin of Error; SCHOOL ENROLLMENT - Elementary school (grades K-8)
HC02_EST_VC64,Foreign born; Entered 2000 or later; Estimate; SCHOOL ENROLLMENT - Elementary school (grades K-8)
HC02_MOE_VC64,Foreign born; Entered 2000 or later; Margin of Error; SCHOOL ENROLLMENT - Elementary school (grades K-8)
HC03_EST_VC64,Foreign born; Entered 1990 to 1999; Estimate; SCHOOL ENROLLMENT - Elementary school (grades K-8)
HC03_MOE_VC64,Foreign born; Entered 1990 to 1999; Margin of Error; SCHOOL ENROLLMENT - Elementary school (grades K-8)
HC04_EST_VC64,Foreign born; Entered before 1990; Estimate; SCHOOL ENROLLMENT - Elementary school (grades K-8)
HC04_MOE_VC64,Foreign born; Entered before 1990; Margin of Error; SCHOOL ENROLLMENT - Elementary school (grades K-8)
HC01_EST_VC65,Total; Estimate; SCHOOL ENROLLMENT - High school (grades 9-12)
HC01_MOE_VC65,Total; Margin of Error; SCHOOL ENROLLMENT - High school (grades 9-12)
HC02_EST_VC65,Foreign born; Entered 2000 or later; Estimate; SCHOOL ENROLLMENT - High school (grades 9-12)
HC02_MOE_VC65,Foreign born; Entered 2000 or later; Margin of Error; SCHOOL ENROLLMENT - High school (grades 9-12)
HC03_EST_VC65,Foreign born; Entered 1990 to 1999; Estimate; SCHOOL ENROLLMENT - High school (grades 9-12)
HC03_MOE_VC65,Foreign born; Entered 1990 to 1999; Margin of Error; SCHOOL ENROLLMENT - High school (grades 9-12)
HC04_EST_VC65,Foreign born; Entered before 1990; Estimate; SCHOOL ENROLLMENT - High school (grades 9-12)
HC04_MOE_VC65,Foreign born; Entered before 1990; Margin of Error; SCHOOL ENROLLMENT - High school (grades 9-12)
HC01_EST_VC66,Total; Estimate; SCHOOL ENROLLMENT - College or graduate school
HC01_MOE_VC66,Total; Margin of Error; SCHOOL ENROLLMENT - College or graduate school
HC02_EST_VC66,Foreign born; Entered 2000 or later; Estimate; SCHOOL ENROLLMENT - College or graduate school
HC02_MOE_VC66,Foreign born; Entered 2000 or later; Margin of Error; SCHOOL ENROLLMENT - College or graduate school
HC03_EST_VC66,Foreign born; Entered 1990 to 1999; Estimate; SCHOOL ENROLLMENT - College or graduate school
HC03_MOE_VC66,Foreign born; Entered 1990 to 1999; Margin of Error; SCHOOL ENROLLMENT - College or graduate school
HC04_EST_VC66,Foreign born; Entered before 1990; Estimate; SCHOOL ENROLLMENT - College or graduate school
HC04_MOE_VC66,Foreign born; Entered before 1990; Margin of Error; SCHOOL ENROLLMENT - College or graduate school
HC01_EST_VC70,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC01_MOE_VC70,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC02_EST_VC70,Foreign born; Entered 2000 or later; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC02_MOE_VC70,Foreign born; Entered 2000 or later; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC03_EST_VC70,Foreign born; Entered 1990 to 1999; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC03_MOE_VC70,Foreign born; Entered 1990 to 1999; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC04_EST_VC70,Foreign born; Entered before 1990; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC04_MOE_VC70,Foreign born; Entered before 1990; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC01_EST_VC71,Total; Estimate; EDUCATIONAL ATTAINMENT - Less than high school graduate
HC01_MOE_VC71,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Less than high school graduate
HC02_EST_VC71,Foreign born; Entered 2000 or later; Estimate; EDUCATIONAL ATTAINMENT - Less than high school graduate
HC02_MOE_VC71,Foreign born; Entered 2000 or later; Margin of Error; EDUCATIONAL ATTAINMENT - Less than high school graduate
HC03_EST_VC71,Foreign born; Entered 1990 to 1999; Estimate; EDUCATIONAL ATTAINMENT - Less than high school graduate
HC03_MOE_VC71,Foreign born; Entered 1990 to 1999; Margin of Error; EDUCATIONAL ATTAINMENT - Less than high school graduate
HC04_EST_VC71,Foreign born; Entered before 1990; Estimate; EDUCATIONAL ATTAINMENT - Less than high school graduate
HC04_MOE_VC71,Foreign born; Entered before 1990; Margin of Error; EDUCATIONAL ATTAINMENT - Less than high school graduate
HC01_EST_VC72,Total; Estimate; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency)
HC01_MOE_VC72,Total; Margin of Error; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency)
HC02_EST_VC72,Foreign born; Entered 2000 or later; Estimate; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency)
HC02_MOE_VC72,Foreign born; Entered 2000 or later; Margin of Error; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency)
HC03_EST_VC72,Foreign born; Entered 1990 to 1999; Estimate; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency)
HC03_MOE_VC72,Foreign born; Entered 1990 to 1999; Margin of Error; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency)
HC04_EST_VC72,Foreign born; Entered before 1990; Estimate; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency)
HC04_MOE_VC72,Foreign born; Entered before 1990; Margin of Error; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency)
HC01_EST_VC73,Total; Estimate; EDUCATIONAL ATTAINMENT - Some college or associate's degree
HC01_MOE_VC73,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Some college or associate's degree
HC02_EST_VC73,Foreign born; Entered 2000 or later; Estimate; EDUCATIONAL ATTAINMENT - Some college or associate's degree
HC02_MOE_VC73,Foreign born; Entered 2000 or later; Margin of Error; EDUCATIONAL ATTAINMENT - Some college or associate's degree
HC03_EST_VC73,Foreign born; Entered 1990 to 1999; Estimate; EDUCATIONAL ATTAINMENT - Some college or associate's degree
HC03_MOE_VC73,Foreign born; Entered 1990 to 1999; Margin of Error; EDUCATIONAL ATTAINMENT - Some college or associate's degree
HC04_EST_VC73,Foreign born; Entered before 1990; Estimate; EDUCATIONAL ATTAINMENT - Some college or associate's degree
HC04_MOE_VC73,Foreign born; Entered before 1990; Margin of Error; EDUCATIONAL ATTAINMENT - Some college or associate's degree
HC01_EST_VC74,Total; Estimate; EDUCATIONAL ATTAINMENT - Bachelor's degree
HC01_MOE_VC74,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Bachelor's degree
HC02_EST_VC74,Foreign born; Entered 2000 or later; Estimate; EDUCATIONAL ATTAINMENT - Bachelor's degree
HC02_MOE_VC74,Foreign born; Entered 2000 or later; Margin of Error; EDUCATIONAL ATTAINMENT - Bachelor's degree
HC03_EST_VC74,Foreign born; Entered 1990 to 1999; Estimate; EDUCATIONAL ATTAINMENT - Bachelor's degree
HC03_MOE_VC74,Foreign born; Entered 1990 to 1999; Margin of Error; EDUCATIONAL ATTAINMENT - Bachelor's degree
HC04_EST_VC74,Foreign born; Entered before 1990; Estimate; EDUCATIONAL ATTAINMENT - Bachelor's degree
HC04_MOE_VC74,Foreign born; Entered before 1990; Margin of Error; EDUCATIONAL ATTAINMENT - Bachelor's degree
HC01_EST_VC75,Total; Estimate; EDUCATIONAL ATTAINMENT - Graduate or professional degree
HC01_MOE_VC75,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Graduate or professional degree
HC02_EST_VC75,Foreign born; Entered 2000 or later; Estimate; EDUCATIONAL ATTAINMENT - Graduate or professional degree
HC02_MOE_VC75,Foreign born; Entered 2000 or later; Margin of Error; EDUCATIONAL ATTAINMENT - Graduate or professional degree
HC03_EST_VC75,Foreign born; Entered 1990 to 1999; Estimate; EDUCATIONAL ATTAINMENT - Graduate or professional degree
HC03_MOE_VC75,Foreign born; Entered 1990 to 1999; Margin of Error; EDUCATIONAL ATTAINMENT - Graduate or professional degree
HC04_EST_VC75,Foreign born; Entered before 1990; Estimate; EDUCATIONAL ATTAINMENT - Graduate or professional degree
HC04_MOE_VC75,Foreign born; Entered before 1990; Margin of Error; EDUCATIONAL ATTAINMENT - Graduate or professional degree
HC01_EST_VC79,Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC01_MOE_VC79,Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC02_EST_VC79,Foreign born; Entered 2000 or later; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC02_MOE_VC79,Foreign born; Entered 2000 or later; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC03_EST_VC79,Foreign born; Entered 1990 to 1999; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC03_MOE_VC79,Foreign born; Entered 1990 to 1999; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC04_EST_VC79,Foreign born; Entered before 1990; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC04_MOE_VC79,Foreign born; Entered before 1990; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC01_EST_VC80,Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only
HC01_MOE_VC80,Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only
HC02_EST_VC80,Foreign born; Entered 2000 or later; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only
HC02_MOE_VC80,Foreign born; Entered 2000 or later; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only
HC03_EST_VC80,Foreign born; Entered 1990 to 1999; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only
HC03_MOE_VC80,Foreign born; Entered 1990 to 1999; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only
HC04_EST_VC80,Foreign born; Entered before 1990; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only
HC04_MOE_VC80,Foreign born; Entered before 1990; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only
HC01_EST_VC81,Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Language other than English
HC01_MOE_VC81,Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Language other than English
HC02_EST_VC81,Foreign born; Entered 2000 or later; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Language other than English
HC02_MOE_VC81,Foreign born; Entered 2000 or later; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Language other than English
HC03_EST_VC81,Foreign born; Entered 1990 to 1999; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Language other than English
HC03_MOE_VC81,Foreign born; Entered 1990 to 1999; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Language other than English
HC04_EST_VC81,Foreign born; Entered before 1990; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Language other than English
HC04_MOE_VC81,Foreign born; Entered before 1990; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Language other than English
HC01_EST_VC82,"Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Speak English less than ""very well"""
HC01_MOE_VC82,"Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Speak English less than ""very well"""
HC02_EST_VC82,"Foreign born; Entered 2000 or later; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Speak English less than ""very well"""
HC02_MOE_VC82,"Foreign born; Entered 2000 or later; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Speak English less than ""very well"""
HC03_EST_VC82,"Foreign born; Entered 1990 to 1999; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Speak English less than ""very well"""
HC03_MOE_VC82,"Foreign born; Entered 1990 to 1999; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Speak English less than ""very well"""
HC04_EST_VC82,"Foreign born; Entered before 1990; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Speak English less than ""very well"""
HC04_MOE_VC82,"Foreign born; Entered before 1990; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - English only - Speak English less than ""very well"""
HC01_EST_VC86,Total; Estimate; EMPLOYMENT STATUS - Population 16 years and over
HC01_MOE_VC86,Total; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over
HC02_EST_VC86,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - Population 16 years and over
HC02_MOE_VC86,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over
HC03_EST_VC86,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - Population 16 years and over
HC03_MOE_VC86,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over
HC04_EST_VC86,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - Population 16 years and over
HC04_MOE_VC86,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over
HC01_EST_VC87,Total; Estimate; EMPLOYMENT STATUS - In labor force
HC01_MOE_VC87,Total; Margin of Error; EMPLOYMENT STATUS - In labor force
HC02_EST_VC87,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - In labor force
HC02_MOE_VC87,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - In labor force
HC03_EST_VC87,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - In labor force
HC03_MOE_VC87,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - In labor force
HC04_EST_VC87,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - In labor force
HC04_MOE_VC87,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - In labor force
HC01_EST_VC88,Total; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force
HC01_MOE_VC88,Total; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force
HC02_EST_VC88,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force
HC02_MOE_VC88,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force
HC03_EST_VC88,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force
HC03_MOE_VC88,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force
HC04_EST_VC88,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force
HC04_MOE_VC88,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force
HC01_EST_VC89,Total; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force - Employed
HC01_MOE_VC89,Total; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force - Employed
HC02_EST_VC89,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force - Employed
HC02_MOE_VC89,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force - Employed
HC03_EST_VC89,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force - Employed
HC03_MOE_VC89,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force - Employed
HC04_EST_VC89,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force - Employed
HC04_MOE_VC89,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force - Employed
HC01_EST_VC90,Total; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed
HC01_MOE_VC90,Total; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed
HC02_EST_VC90,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed
HC02_MOE_VC90,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed
HC03_EST_VC90,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed
HC03_MOE_VC90,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed
HC04_EST_VC90,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed
HC04_MOE_VC90,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed
HC01_EST_VC91,Total; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC01_MOE_VC91,Total; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC02_EST_VC91,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC02_MOE_VC91,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC03_EST_VC91,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC03_MOE_VC91,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC04_EST_VC91,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC04_MOE_VC91,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC01_EST_VC92,Total; Estimate; EMPLOYMENT STATUS - In labor force - Armed Forces
HC01_MOE_VC92,Total; Margin of Error; EMPLOYMENT STATUS - In labor force - Armed Forces
HC02_EST_VC92,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - In labor force - Armed Forces
HC02_MOE_VC92,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - In labor force - Armed Forces
HC03_EST_VC92,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - In labor force - Armed Forces
HC03_MOE_VC92,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - In labor force - Armed Forces
HC04_EST_VC92,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - In labor force - Armed Forces
HC04_MOE_VC92,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - In labor force - Armed Forces
HC01_EST_VC93,Total; Estimate; EMPLOYMENT STATUS - Not in labor force
HC01_MOE_VC93,Total; Margin of Error; EMPLOYMENT STATUS - Not in labor force
HC02_EST_VC93,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - Not in labor force
HC02_MOE_VC93,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - Not in labor force
HC03_EST_VC93,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - Not in labor force
HC03_MOE_VC93,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - Not in labor force
HC04_EST_VC93,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - Not in labor force
HC04_MOE_VC93,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - Not in labor force
HC01_EST_VC95,Total; Estimate; Civilian employed population 16 years and over
HC01_MOE_VC95,Total; Margin of Error; Civilian employed population 16 years and over
HC02_EST_VC95,Foreign born; Entered 2000 or later; Estimate; Civilian employed population 16 years and over
